Defective embedding notation 3,Bashicu matrix 4,Note
"(1,0)1","(0)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,3,2,1,0)3(7,6,3)1","(0)(1,1)(2,2)(2,1)(3,2)(3,1)(4,2)","(0)(1,1)(2,1)(3,1)(4,2)(3,1)(4,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,4)1","(0)(1,1)(2,2)(2,1)(3,2)(3,1)(4,2)(4)","(0)(1,1)(2,1)(3,1)(4,2)(4)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,4,2,1,0)3","(0)(1,1)(2,2)(2,1)(3,2)(3,1)(4,2)(4,1)","(0)(1,1)(2,1)(3,1)(4,2)(4,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,4,2,1,0)3(7,6,4)1","(0)(1,1)(2,2)(2,1)(3,2)(3,1)(4,2)(4,1)(5,2)","(0)(1,1)(2,1)(3,1)(4,2)(4,1)(5,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,4,3)1","(0)(1,1)(2,2)(2,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5)1","(0)(1,1)(2,2)(3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,2,1,0)3","(0)(1,1)(2,2)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,2,1,0)3(7,6,5)1","(0)(1,1)(2,2)(3,1)(4,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,4,3)2","(0)(1,1)(2,2)(3,2)","这里(6,5,4,3)的行为和(3,2,1,0)类似"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,4,3)2(7,4,3)1","(0)(1,1)(2,2)(3,2)(2,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,4,3)2(7,4,3)1(8,7,4,3)2","(0)(1,1)(2,2)(3,2)(2,2)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,4,3)2(7,5)1","(0)(1,1)(2,2)(3,2)(3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,4,3)2(7,5,2,1,0)3","(0)(1,1)(2,2)(3,2)(3,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,4,3)2(7,5,4,3)2","(0)(1,1)(2,2)(3,2)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,4,3)2(7,6,2,1,0)3","(0)(1,1)(2,2)(3,2)(4,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,4,3)2(7,6,5,4,3)3","(0)(1,1)(2,2)(3,2)(4,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,4,3)2(7,6,5,4,3)3(8,7,5,4,3)3","(0)(1,1)(2,2)(3,2)(4,2)(5,2)","观察到了吗？有类似于(0)(1,1)(2,1)(3,1)(4,1)的垫层。"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,4,3)2(7,6,5,4,3)3(8,7,6)1","(0)(1,1)(2,2)(3,3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,4,3)2(7,6,5,4,3)3(8,7,6)1(9,8,7,6)2","(0)(1,1)(2,2)(3,3)(4,3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,4,3)2(7,6,5,4,3)3(8,7,6)1(9,8,7,6)2(10,9,8,7,6)3","(0)(1,1)(2,2)(3,3)(4,3)(5,3)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,4,3)1(6,5,4,3)2(7,6,5,4,3)3(8,7,6)1(9,8,7,6)2(10,9,8,7,6)3(11,10,9)1","(0)(1,1)(2,2)(3,3)(4,4)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3","(0)(1,1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,1,0)1","(0)(1,1,1)(1,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,1,0)1(7,6,1,0)2(8,7,6,1,0)3(9,*8,7,6,1,0)3","(0)(1,1,1)(1,1)(2,2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,2)1","(0)(1,1,1)(1,1)(2,2,1)(2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,2,1,0)2","(0)(1,1,1)(1,1)(2,2,1)(2,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,2,1,0)2(7,6,2,1,0)3(8,7,2,1,0)3","(0)(1,1,1)(1,1)(2,2,1)(2,1)(3,1)(4,1)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,2,1,0)2(7,6,2,1,0)3(8,7,6)1","(0)(1,1,1)(1,1)(2,2,1)(2,1)(3,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,2,1,0)2(7,6,2,1,0)3(8,7,6)1(9,8,7,6)2(10,9,8,7,6)3","(0)(1,1,1)(1,1)(2,2,1)(2,1)(3,2)(4,2)(5,2)"
"(1,0)1(2,1,0)1(3,2,1,0)2(4,3,2,1,0)3(5,*4,3,2,1,0)3(6,2,1,0)2(7,6,2,1,0)3(8,7,6)1(9,8,7,6)2(10,9,8,7,6)3(11,*10,9,8,7,6)3","(0)(1,1,1)(1,1)(2,2,1)(2,1)(3,2,1)"
